original_text,perturbed_text,original_score,perturbed_score,original_output,perturbed_output,ground_truth_output,num_queries,result_type,attack,dataset,words,nr_perturbations,len_sentence,perturbation_percentage
"Pretty [[decent]], most vons are pretty much the same...\n\nI like them, this one holds its own... clean, nice, organized, same vons prices as any other..","Pretty [[bland]], most vons are pretty much the same...\n\nI like them, this one holds its own... clean, nice, [[poorly]] organized, same vons prices as any other..",0.000158667564392,0.9996667504310608,1,0,1,4068,Successful,CLARE2020,yelp_polarity_adv/batch2,"['Pretty', '[[bland]],', 'most', 'vons', 'are', 'pretty', 'much', 'the', 'same...\\n\\nI', 'like', 'them,', 'this', 'one', 'holds', 'its', 'own...', 'clean,', 'nice,', '[[poorly]]', 'organized,', 'same', 'vons', 'prices', 'as', 'any', 'other..']",1,26,3.8461538461538463
"Came in for check engine light and they checked it out for free and referred me to somewhere that could help, then also [[cleaned]] my front headlights and buffed them for free!","Came in for check engine light and they checked it out for free and referred me to somewhere that could help, then also [[slashed]] my front headlights and buffed them for free!",0.0001598596572875,0.9991586804389954,1,0,1,2235,Successful,CLARE2020,yelp_polarity_adv/batch2,"['Came', 'in', 'for', 'check', 'engine', 'light', 'and', 'they', 'checked', 'it', 'out', 'for', 'free', 'and', 'referred', 'me', 'to', 'somewhere', 'that', 'could', 'help,', 'then', 'also', '[[slashed]]', 'my', 'front', 'headlights', 'and', 'buffed', 'them', 'for', 'free!']",1,32,3.125
This place is the [[best]]. Everyone is nice here and they do not overprice their services. If you need a mechanic go here,This place is the [[worst]]. Everyone is nice here and they do not overprice their services. If you need a mechanic go here,0.0001647472381591,0.9998396039009094,1,0,1,1559,Successful,CLARE2020,yelp_polarity_adv/batch2,"['This', 'place', 'is', 'the', '[[worst]].', 'Everyone', 'is', 'nice', 'here', 'and', 'they', 'do', 'not', 'overprice', 'their', 'services.', 'If', 'you', 'need', 'a', 'mechanic', 'go', 'here']",0,23,0.0
"This place [[is]] [[terrible]]. The waiters are on their cell phones most of the time. Management allows other patrons to scream, yell and cuss at the television as well as other patrons, all while banging on tables and the bar.","This place [[rocks]]. The waiters are on their cell phones most of the time. Management allows other patrons to scream, yell and cuss at the television as well as other patrons, all while banging on tables and the bar.",0.0001500844955444,0.9998199939727784,0,1,0,2649,Successful,CLARE2020,yelp_polarity_adv/batch2,"['This', 'place', '[[rocks]].', 'The', 'waiters', 'are', 'on', 'their', 'cell', 'phones', 'most', 'of', 'the', 'time.', 'Management', 'allows', 'other', 'patrons', 'to', 'scream,', 'yell', 'and', 'cuss', 'at', 'the', 'television', 'as', 'well', 'as', 'other', 'patrons,', 'all', 'while', 'banging', 'on', 'tables', 'and', 'the', 'bar.']",0,39,0.0
Always good service and great food! I am a regular here and the staff are always so friendly.  I would definitely recommend this place.,Always [[expecting]] good service and great food! I am a regular here and the staff are always so friendly.  I would definitely [[dont]] recommend this place.,0.0001447200775146,0.998863399028778,1,0,1,3126,Successful,CLARE2020,yelp_polarity_adv/batch2,"['Always', '[[expecting]]', 'good', 'service', 'and', 'great', 'food!', 'I', 'am', 'a', 'regular', 'here', 'and', 'the', 'staff', 'are', 'always', 'so', 'friendly.', 'I', 'would', 'definitely', '[[dont]]', 'recommend', 'this', 'place.']",2,26,7.6923076923076925
The coffee cake!!\n\nMy only issue was on Memorial Day/Veterans day they would only give military discount if in uniform... Most of us don't go around in uniform to eat!\n\nOverall it was a good experience and the service was quick,The coffee cake!!\n\nMy only issue was on Memorial Day/Veterans day they would only give military discount if in uniform... Most of us don't go around in uniform to eat!\n\nOverall it was [[NOT]] a good experience and the service was quick,0.000151515007019,0.9825217127799988,1,0,1,3122,Successful,CLARE2020,yelp_polarity_adv/batch2,"['The', 'coffee', 'cake!!\\n\\nMy', 'only', 'issue', 'was', 'on', 'Memorial', 'Day/Veterans', 'day', 'they', 'would', 'only', 'give', 'military', 'discount', 'if', 'in', 'uniform...', 'Most', 'of', 'us', ""don't"", 'go', 'around', 'in', 'uniform', 'to', 'eat!\\n\\nOverall', 'it', 'was', '[[NOT]]', 'a', 'good', 'experience', 'and', 'the', 'service', 'was', 'quick']",1,40,2.5
I've been going to Sushi in Summerlin for almost 11 years.  I'm there once a week and they know me by name and what I like.  The sushi [[is]] [[fresh]] and they are always testing new rolls.  I prefer Sushi in Summerlin to Sushi Mon and Yama Sushi.,I've been going to Sushi in Summerlin for almost 11 years.  I'm there once a week and they know me by name and what I like.  The sushi [[sucks]] and they are always testing new rolls.  I prefer Sushi in Summerlin to Sushi Mon and Yama Sushi.,0.0001540184020996,0.9971848726272584,1,0,1,3200,Successful,CLARE2020,yelp_polarity_adv/batch2,"[""I've"", 'been', 'going', 'to', 'Sushi', 'in', 'Summerlin', 'for', 'almost', '11', 'years.', ""I'm"", 'there', 'once', 'a', 'week', 'and', 'they', 'know', 'me', 'by', 'name', 'and', 'what', 'I', 'like.', 'The', 'sushi', '[[sucks]]', 'and', 'they', 'are', 'always', 'testing', 'new', 'rolls.', 'I', 'prefer', 'Sushi', 'in', 'Summerlin', 'to', 'Sushi', 'Mon', 'and', 'Yama', 'Sushi.']",1,47,2.127659574468085
Never coming here again found [[hair]] in my to go food,Never coming here again found [[happiness]] in my to go food,0.0001518726348876,0.7756538391113281,0,1,0,702,Successful,CLARE2020,yelp_polarity_adv/batch2,"['Never', 'coming', 'here', 'again', 'found', '[[happiness]]', 'in', 'my', 'to', 'go', 'food']",1,11,9.090909090909092
Love this place. Eat here once a month at least.,Love [[hate]] this [[wretched]] place. Eat here once a month at least.,0.0001486539840698,0.9983580112457277,1,0,1,1013,Successful,CLARE2020,yelp_polarity_adv/batch2,"['Love', '[[hate]]', 'this', '[[wretched]]', 'place.', 'Eat', 'here', 'once', 'a', 'month', 'at', 'least.']",2,12,16.666666666666664
"Fast Quick service. Great foods, Family and friendly environment","Fast [[Economy]] Quick service. [[Expect]] Great foods, Family and friendly environment",0.0001763701438903,0.9887710809707642,1,0,1,1316,Successful,CLARE2020,yelp_polarity_adv/batch2,"['Fast', '[[Economy]]', 'Quick', 'service.', '[[Expect]]', 'Great', 'foods,', 'Family', 'and', 'friendly', 'environment']",2,11,18.181818181818183
"Every time I shop here for pool repair parts, I get the wrong part. The chemicals (chlorine, muriatic acid, etc.) are [[not]] [[good]] quality and the place is operated by amatuers/kids.","Every time I shop here for pool repair parts, I get the wrong part. The chemicals (chlorine, muriatic acid, etc.) are [[top]] quality and the place is operated by amatuers/kids.",0.0001803040504455,0.9977257251739502,0,1,0,2544,Successful,CLARE2020,yelp_polarity_adv/batch2,"['Every', 'time', 'I', 'shop', 'here', 'for', 'pool', 'repair', 'parts,', 'I', 'get', 'the', 'wrong', 'part.', 'The', 'chemicals', '(chlorine,', 'muriatic', 'acid,', 'etc.)', 'are', '[[top]]', 'quality', 'and', 'the', 'place', 'is', 'operated', 'by', 'amatuers/kids.']",1,30,3.3333333333333335
"Had the [[shredded]] beef bowl. [[AWESOME]]! Perfect rice, well seasoned pintos, tender and lean beef all with a citrus-cilantro-mint sauce to tie it together. Chicken soup would cure the worst of colds!!!","Had the [[worst]] beef bowl. [[Gross]]! Perfect rice, well seasoned pintos, tender and lean beef all with a citrus-cilantro-mint sauce to tie it together. Chicken soup would cure the worst of colds!!!",0.0001585483551025,0.9997427463531494,1,0,1,5349,Successful,CLARE2020,yelp_polarity_adv/batch2,"['Had', 'the', '[[worst]]', 'beef', 'bowl.', '[[Gross]]!', 'Perfect', 'rice,', 'well', 'seasoned', 'pintos,', 'tender', 'and', 'lean', 'beef', 'all', 'with', 'a', 'citrus-cilantro-mint', 'sauce', 'to', 'tie', 'it', 'together.', 'Chicken', 'soup', 'would', 'cure', 'the', 'worst', 'of', 'colds!!!']",1,32,3.125
Tasty but [[expensive]]. Prices comes with Taxes.,Tasty but [[worthwhile]]. Prices comes with Taxes.,0.4019755721092224,0.9995214343070984,0,1,0,463,Successful,CLARE2020,yelp_polarity_adv/batch2,"['Tasty', 'but', '[[worthwhile]].', 'Prices', 'comes', 'with', 'Taxes.']",0,7,0.0
Gyro Time has the [[best]] [[gyros]] I have ever had. I love the cucumber sauce!,Gyro Time has the [[worst]] I have ever had. I love the cucumber sauce!,0.0001450777053833,0.99980229139328,1,0,1,985,Successful,CLARE2020,yelp_polarity_adv/batch2,"['Gyro', 'Time', 'has', 'the', '[[worst]]', 'I', 'have', 'ever', 'had.', 'I', 'love', 'the', 'cucumber', 'sauce!']",1,14,7.142857142857142
This is [[an]] [[awesome]] time. It can fill an afternoon on a boring day. This is our new spot to go.,This is [[garbage]] time. It can fill an afternoon on a boring day. This is our new spot to go.,0.000144600868225,0.9936851263046264,1,0,1,1463,Successful,CLARE2020,yelp_polarity_adv/batch2,"['This', 'is', '[[garbage]]', 'time.', 'It', 'can', 'fill', 'an', 'afternoon', 'on', 'a', 'boring', 'day.', 'This', 'is', 'our', 'new', 'spot', 'to', 'go.']",1,20,5.0
Tried to give this best buy another chance but ran into a very consistent lack of customer service. Witnessed several others very frustrated with the lack of help!  The merchandise stocking is also [[very]] [[poor]]. Out of many items. I will continue to buy all electronics at Amazon.,Tried to give this best buy another chance but ran into a very consistent lack of customer service. Witnessed several others very frustrated with the lack of help!  The merchandise stocking is also [[complete]]. Out of many items. I [[happily]] will continue to buy all electronics at Amazon.,0.0001496076583862,0.7228864431381226,0,1,0,6665,Successful,CLARE2020,yelp_polarity_adv/batch2,"['Tried', 'to', 'give', 'this', 'best', 'buy', 'another', 'chance', 'but', 'ran', 'into', 'a', 'very', 'consistent', 'lack', 'of', 'customer', 'service.', 'Witnessed', 'several', 'others', 'very', 'frustrated', 'with', 'the', 'lack', 'of', 'help!', 'The', 'merchandise', 'stocking', 'is', 'also', '[[complete]].', 'Out', 'of', 'many', 'items.', 'I', '[[happily]]', 'will', 'continue', 'to', 'buy', 'all', 'electronics', 'at', 'Amazon.']",1,48,2.083333333333333
The usual Del Taco...inside and out.  Fast and efficient service.  A good location.  Del Taco has amazing and cheaper food...try it!,The usual Del Taco...inside and out.  Fast and [[low]] efficient service.  A good location.  Del Taco has amazing and cheaper food...try it!,0.0037853121757507,0.6643111705780029,1,0,1,1658,Successful,CLARE2020,yelp_polarity_adv/batch2,"['The', 'usual', 'Del', 'Taco...inside', 'and', 'out.', 'Fast', 'and', '[[low]]', 'efficient', 'service.', 'A', 'good', 'location.', 'Del', 'Taco', 'has', 'amazing', 'and', 'cheaper', 'food...try', 'it!']",1,22,4.545454545454546
"A big fat taco kinda night. Unfortunately, the not well trained cashier didn't [[know]] [[how]] to take the order. Food was fast and tasted about as good as any fast food place. Hopefully training will improve the quality of order taking.","A big fat taco kinda night. Unfortunately, the not well trained cashier didn't [[hesitate]] to take the order. Food was fast and tasted about as good as any fast food place. Hopefully training will improve the quality of order taking.",0.1767409443855285,0.9910230040550232,0,1,0,3210,Successful,CLARE2020,yelp_polarity_adv/batch2,"['A', 'big', 'fat', 'taco', 'kinda', 'night.', 'Unfortunately,', 'the', 'not', 'well', 'trained', 'cashier', ""didn't"", '[[hesitate]]', 'to', 'take', 'the', 'order.', 'Food', 'was', 'fast', 'and', 'tasted', 'about', 'as', 'good', 'as', 'any', 'fast', 'food', 'place.', 'Hopefully', 'training', 'will', 'improve', 'the', 'quality', 'of', 'order', 'taking.']",1,40,2.5
The food took forever and still came out [[cold]].  The quality of the chicken was [[poor]] and the price too high for the quality that you get.\n\nThe best thing was the egg roll.,The food took forever and still came out [[fantastic]].  The quality of the chicken was [[minimal]] and the price too high for the quality that you get.\n\nThe best thing was the egg roll.,0.0001507997512817,0.99882173538208,0,1,0,5074,Successful,CLARE2020,yelp_polarity_adv/batch2,"['The', 'food', 'took', 'forever', 'and', 'still', 'came', 'out', '[[fantastic]].', 'The', 'quality', 'of', 'the', 'chicken', 'was', '[[minimal]]', 'and', 'the', 'price', 'too', 'high', 'for', 'the', 'quality', 'that', 'you', 'get.\\n\\nThe', 'best', 'thing', 'was', 'the', 'egg', 'roll.']",1,33,3.0303030303030303
"I don't care for Samurai Sam's based on the very few times I have visited. The food is [[sad]], [[oily]] and the portions are skimpy for the price point. \n\nThis location was empty even during peak lunch hours, that says something.","I don't care for Samurai Sam's based on the very few times I have visited. The food is [[fantastic]], and the portions are skimpy for the price point. \n\nThis location was empty even during peak lunch hours, that says something.",0.0001498460769653,0.9975024461746216,0,1,0,3253,Successful,CLARE2020,yelp_polarity_adv/batch2,"['I', ""don't"", 'care', 'for', 'Samurai', ""Sam's"", 'based', 'on', 'the', 'very', 'few', 'times', 'I', 'have', 'visited.', 'The', 'food', 'is', '[[fantastic]],', 'and', 'the', 'portions', 'are', 'skimpy', 'for', 'the', 'price', 'point.', '\\n\\nThis', 'location', 'was', 'empty', 'even', 'during', 'peak', 'lunch', 'hours,', 'that', 'says', 'something.']",0,40,0.0
Why don't we have the option for [[ZERO]] stars??!!!!??  Your menu consists of CHICKEN how are you ALWAYS OUT of it or expecting me to wait forever!! Then the girl taking our order seemed to have no idea of what she had! Never again will I come here!,Why don't we have the option for [[caramel]] stars??!!!!??  Your menu consists of CHICKEN how are you ALWAYS OUT of it or expecting me to wait forever!! Then the girl taking our order seemed to have no idea of what she had! Never [[mind]] again will I come here!,0.0001503229141235,0.967069149017334,0,1,0,6083,Successful,CLARE2020,yelp_polarity_adv/batch2,"['Why', ""don't"", 'we', 'have', 'the', 'option', 'for', '[[caramel]]', 'stars??!!!!??', 'Your', 'menu', 'consists', 'of', 'CHICKEN', 'how', 'are', 'you', 'ALWAYS', 'OUT', 'of', 'it', 'or', 'expecting', 'me', 'to', 'wait', 'forever!!', 'Then', 'the', 'girl', 'taking', 'our', 'order', 'seemed', 'to', 'have', 'no', 'idea', 'of', 'what', 'she', 'had!', 'Never', '[[mind]]', 'again', 'will', 'I', 'come', 'here!']",2,49,4.081632653061225
Nice staffs. [[Decent]] food. I recommend their Singapore Rice Noodles and Pad Thai Spicy Noodles.,Nice staffs. [[Slow]] food. I recommend their Singapore Rice Noodles and Pad Thai Spicy Noodles.,0.0059535503387451,0.9987791180610656,1,0,1,1186,Successful,CLARE2020,yelp_polarity_adv/batch2,"['Nice', 'staffs.', '[[Slow]]', 'food.', 'I', 'recommend', 'their', 'Singapore', 'Rice', 'Noodles', 'and', 'Pad', 'Thai', 'Spicy', 'Noodles.']",1,15,6.666666666666667
The most absolutely [[disgusting]] food I have ever tried in my life..pure oily grease and cheap noodles. Will [[never]] return.,The most absolutely [[awesome]] food I have ever tried in my life..pure oily grease and cheap noodles. Will [[faithfully]] return.,0.0001510381698608,0.9998552799224854,0,1,0,3059,Successful,CLARE2020,yelp_polarity_adv/batch2,"['The', 'most', 'absolutely', '[[awesome]]', 'food', 'I', 'have', 'ever', 'tried', 'in', 'my', 'life..pure', 'oily', 'grease', 'and', 'cheap', 'noodles.', 'Will', '[[faithfully]]', 'return.']",2,20,10.0
DO NOT COME HERE. This was the [[WORST]] food I've EVER had in Vegas and I've lived here for 19 years. I literally almost vomited and requested a refund through Eat24 because I sure as hell wasn't going back there!,DO NOT COME HERE. This was the [[best]] food I've EVER had in Vegas and I've lived here for 19 years. I literally almost vomited and requested a refund through Eat24 because I sure as hell wasn't [[mind]] going back there!,0.000150442123413,0.9991083741188048,0,1,0,5326,Successful,CLARE2020,yelp_polarity_adv/batch2,"['DO', 'NOT', 'COME', 'HERE.', 'This', 'was', 'the', '[[best]]', 'food', ""I've"", 'EVER', 'had', 'in', 'Vegas', 'and', ""I've"", 'lived', 'here', 'for', '19', 'years.', 'I', 'literally', 'almost', 'vomited', 'and', 'requested', 'a', 'refund', 'through', 'Eat24', 'because', 'I', 'sure', 'as', 'hell', ""wasn't"", '[[mind]]', 'going', 'back', 'there!']",2,41,4.878048780487805
Horrible [[management]]. Understaffed and [[poor]] [[service]]. 20-30 min wait is regular during peak times for a simple wrap and a Smoothie. [[Avoid]] [[unless]] u like being overcharged for [[mediocre]] food.,Horrible [[location]]. Understaffed and [[intimidating]]. 20-30 min wait is regular during peak times for a simple wrap and a Smoothie. [[Minor]] [[negative]] u like being overcharged for [[delicious]] food.,0.0001502037048339,0.9962129592895508,0,1,0,12399,Successful,CLARE2020,yelp_polarity_adv/batch2,"['Horrible', '[[location]].', 'Understaffed', 'and', '[[intimidating]].', '20-30', 'min', 'wait', 'is', 'regular', 'during', 'peak', 'times', 'for', 'a', 'simple', 'wrap', 'and', 'a', 'Smoothie.', '[[Minor]]', '[[negative]]', 'u', 'like', 'being', 'overcharged', 'for', '[[delicious]]', 'food.']",3,29,10.344827586206897
"After a poor experience at the verizon store on maryland parkway, i went to this store. They fixed me up, got me into a better plan, and were clearly on the ball.  [[Nice]] [[people]] too.","After a poor experience at the verizon store on maryland parkway, i went to this store. They fixed me up, got me into a better plan, and were clearly on the ball.  [[icky]] too.",0.0001459121704101,0.7702789306640625,1,0,1,2632,Successful,CLARE2020,yelp_polarity_adv/batch2,"['After', 'a', 'poor', 'experience', 'at', 'the', 'verizon', 'store', 'on', 'maryland', 'parkway,', 'i', 'went', 'to', 'this', 'store.', 'They', 'fixed', 'me', 'up,', 'got', 'me', 'into', 'a', 'better', 'plan,', 'and', 'were', 'clearly', 'on', 'the', 'ball.', '[[icky]]', 'too.']",1,34,2.941176470588235
This was one of [[the]] [[worst]] pizza's I have ever had.  Only one place was worse and that was in Denver.  Don't even think about ordering pizza here,This was one of [[best]] pizza's I have ever had.  Only one place was worse and that was in Denver.  Don't even think about ordering pizza here,0.0001496076583862,0.999851644039154,0,1,0,1768,Successful,CLARE2020,yelp_polarity_adv/batch2,"['This', 'was', 'one', 'of', '[[best]]', ""pizza's"", 'I', 'have', 'ever', 'had.', 'Only', 'one', 'place', 'was', 'worse', 'and', 'that', 'was', 'in', 'Denver.', ""Don't"", 'even', 'think', 'about', 'ordering', 'pizza', 'here']",1,27,3.7037037037037033
Eddie and the crew [[always]] have [[the]] [[best]] pizza and wings.,Eddie and the crew [[below]] have [[tasted]] pizza and wings.,0.0001450777053833,0.999838411808014,1,0,1,1511,Successful,CLARE2020,yelp_polarity_adv/batch2,"['Eddie', 'and', 'the', 'crew', '[[below]]', 'have', '[[tasted]]', 'pizza', 'and', 'wings.']",2,10,20.0
"Beautiful decor. \nOne of my favorite salads. Avacadoe on the bottom, stocked with Greens, with a crunchy top. For an Entree i love the Lasagna and the Osu Buco (forgive my spelling). \nService is great. \nI Definately recommend.","Beautiful decor. \nOne of my favorite salads. Avacadoe on the bottom, stocked with Greens, with a crunchy top. For an Entree i love the Lasagna and the Osu Buco (forgive my spelling). \nService is great. \nI Definately [[never]] recommend.",0.0001459121704101,0.9959268569946288,1,0,1,2959,Successful,CLARE2020,yelp_polarity_adv/batch2,"['Beautiful', 'decor.', '\\nOne', 'of', 'my', 'favorite', 'salads.', 'Avacadoe', 'on', 'the', 'bottom,', 'stocked', 'with', 'Greens,', 'with', 'a', 'crunchy', 'top.', 'For', 'an', 'Entree', 'i', 'love', 'the', 'Lasagna', 'and', 'the', 'Osu', 'Buco', '(forgive', 'my', 'spelling).', '\\nService', 'is', 'great.', '\\nI', 'Definately', '[[never]]', 'recommend.']",1,39,2.564102564102564
"They [[charged]] me for my supposed\"""" free pot of bread\"""" that you get by checking in on yelp.","They [[rewarded]] me for my supposed\"""" free pot of bread\"""" that you get by checking in on yelp.",0.0002378821372985,0.9945527911186218,0,1,0,1081,Successful,CLARE2020,yelp_polarity_adv/batch2,"['They', '[[rewarded]]', 'me', 'for', 'my', 'supposed\\""""', 'free', 'pot', 'of', 'bread\\""""', 'that', 'you', 'get', 'by', 'checking', 'in', 'on', 'yelp.']",1,18,5.555555555555555
I have been [[missing]] out! The pot of bread is reason enough to keep coming back. My omelet & home fries were delicious! Service was quick and the waitresses were friendly. I'll [[definitely]] be back!,I have been [[burned]] out! The pot of bread is reason enough to keep coming back. My omelet & home fries were delicious! Service was quick and the waitresses were friendly. I'll [[not]] be back!,0.0001449584960937,0.9996742606163024,1,0,1,5257,Successful,CLARE2020,yelp_polarity_adv/batch2,"['I', 'have', 'been', '[[burned]]', 'out!', 'The', 'pot', 'of', 'bread', 'is', 'reason', 'enough', 'to', 'keep', 'coming', 'back.', 'My', 'omelet', '&', 'home', 'fries', 'were', 'delicious!', 'Service', 'was', 'quick', 'and', 'the', 'waitresses', 'were', 'friendly.', ""I'll"", '[[not]]', 'be', 'back!']",2,35,5.714285714285714
"This place [[was]] [[great]], my brother brought us there for breakfast and it was excellent!","This place [[sucks]], my brother brought us there for breakfast and [[figured]] it was excellent!",0.0001449584960937,0.9983704686164856,1,0,1,1832,Successful,CLARE2020,yelp_polarity_adv/batch2,"['This', 'place', '[[sucks]],', 'my', 'brother', 'brought', 'us', 'there', 'for', 'breakfast', 'and', '[[figured]]', 'it', 'was', 'excellent!']",1,15,6.666666666666667
"Awesome little breakfast place. My boyfriend and I decided to give this place a go on a Wednesday morning. \nI got an omelet with bacon, cheese and avocado with a side of hollandaise sauce. \nReminds me a of cute little diner.","Awesome little breakfast place. My boyfriend and I decided to give this place a go on a Wednesday morning. \nI got an omelet with [[burnt]] bacon, cheese and avocado with a side of hollandaise sauce. \nReminds me a of cute little diner.",0.0001688003540039,0.9392104148864746,1,0,1,3105,Successful,CLARE2020,yelp_polarity_adv/batch2,"['Awesome', 'little', 'breakfast', 'place.', 'My', 'boyfriend', 'and', 'I', 'decided', 'to', 'give', 'this', 'place', 'a', 'go', 'on', 'a', 'Wednesday', 'morning.', '\\nI', 'got', 'an', 'omelet', 'with', '[[burnt]]', 'bacon,', 'cheese', 'and', 'avocado', 'with', 'a', 'side', 'of', 'hollandaise', 'sauce.', '\\nReminds', 'me', 'a', 'of', 'cute', 'little', 'diner.']",1,42,2.380952380952381
The best place to eat breakfast. We eat here several times a week and are [[never]] disappointed.,The best place to eat breakfast. We eat here several times a week and are [[consistently]] disappointed.,0.0001469850540161,0.9981237053871156,1,0,1,1133,Successful,CLARE2020,yelp_polarity_adv/batch2,"['The', 'best', 'place', 'to', 'eat', 'breakfast.', 'We', 'eat', 'here', 'several', 'times', 'a', 'week', 'and', 'are', '[[consistently]]', 'disappointed.']",1,17,5.88235294117647
Just visited Jamm's. [[Great]] breakfast stop for our family of six.  Everyone enjoyed their meals and we are [[stuffed]]!!!  Friendly fast service. Great location off the strip and on our way to Red Rock Canyon. :-),Just visited Jamm's. [[Cheap]] breakfast stop for our family of six.  [[icky]] Everyone enjoyed their meals and we are [[ok]]!!!  Friendly fast service. Great location off the strip and on our way to Red Rock Canyon. :-),0.0001478195190429,0.9905213117599488,1,0,1,7240,Successful,CLARE2020,yelp_polarity_adv/batch2,"['Just', 'visited', ""Jamm's."", '[[Cheap]]', 'breakfast', 'stop', 'for', 'our', 'family', 'of', 'six.', '[[icky]]', 'Everyone', 'enjoyed', 'their', 'meals', 'and', 'we', 'are', '[[ok]]!!!', 'Friendly', 'fast', 'service.', 'Great', 'location', 'off', 'the', 'strip', 'and', 'on', 'our', 'way', 'to', 'Red', 'Rock', 'Canyon.', ':-)']",2,37,5.405405405405405
Went to [[Paseo]] verde location,Went to [[this]] verde location,0.0334872007369995,0.9677509665489196,0,1,0,296,Successful,CLARE2020,yelp_polarity_adv/batch2,"['Went', 'to', '[[this]]', 'verde', 'location']",1,5,20.0
I have been to a dozen different sushi restaurants and this is thr best one. The [[best]] sushi I have had in town.,I have been to a dozen different sushi restaurants and this is thr best one. The [[worst]] sushi I have had in town.,0.0001448392868041,0.9997889399528505,1,0,1,1344,Successful,CLARE2020,yelp_polarity_adv/batch2,"['I', 'have', 'been', 'to', 'a', 'dozen', 'different', 'sushi', 'restaurants', 'and', 'this', 'is', 'thr', 'best', 'one.', 'The', '[[worst]]', 'sushi', 'I', 'have', 'had', 'in', 'town.']",1,23,4.3478260869565215
"UNDER NEW MANAGEMENT......John, the new owner, seems to favor the chop shop business model. Reusing files, not washing the tubs, charging for every little thing, and shitty work. I prefer the customer focused model from the Mark and Amy days. I'm following Lilly over to LV Nails on Eastern.","UNDER NEW MANAGEMENT......John, the new owner, seems to favor the chop shop business model. Reusing files, not washing the tubs, [[NOT]] charging for every little thing, and shitty work. I prefer the customer focused model from the Mark and Amy days. I'm following Lilly over to LV Nails on Eastern.",0.0001531839370727,0.9312756657600404,0,1,0,4219,Successful,CLARE2020,yelp_polarity_adv/batch2,"['UNDER', 'NEW', 'MANAGEMENT......John,', 'the', 'new', 'owner,', 'seems', 'to', 'favor', 'the', 'chop', 'shop', 'business', 'model.', 'Reusing', 'files,', 'not', 'washing', 'the', 'tubs,', '[[NOT]]', 'charging', 'for', 'every', 'little', 'thing,', 'and', 'shitty', 'work.', 'I', 'prefer', 'the', 'customer', 'focused', 'model', 'from', 'the', 'Mark', 'and', 'Amy', 'days.', ""I'm"", 'following', 'Lilly', 'over', 'to', 'LV', 'Nails', 'on', 'Eastern.']",1,50,2.0
"I've been to a couple different Auto Techs, this location and staff is by far the most welcoming, professional and helpful. Very fast and efficient.","I've been to a couple different Auto Techs, this location and staff is by far the [[least]] most welcoming, professional and helpful. Very fast and efficient.",0.0001465082168579,0.9584692716598512,1,0,1,1748,Successful,CLARE2020,yelp_polarity_adv/batch2,"[""I've"", 'been', 'to', 'a', 'couple', 'different', 'Auto', 'Techs,', 'this', 'location', 'and', 'staff', 'is', 'by', 'far', 'the', '[[least]]', 'most', 'welcoming,', 'professional', 'and', 'helpful.', 'Very', 'fast', 'and', 'efficient.']",1,26,3.8461538461538463
"Omg this McDonald's is so [[rude]], they don't smile and they look like they hate everyone. They always get my order [[wrong]] and I've been there only 3 times. Don't go here bad customer service.","Omg this McDonald's is so [[nice]], they don't smile and they look like they hate everyone. They always get my order [[legit]] and I've been there only 3 times. Don't go here bad customer service.",0.0001505613327026,0.9974077343940736,0,1,0,4897,Successful,CLARE2020,yelp_polarity_adv/batch2,"['Omg', 'this', ""McDonald's"", 'is', 'so', '[[nice]],', 'they', ""don't"", 'smile', 'and', 'they', 'look', 'like', 'they', 'hate', 'everyone.', 'They', 'always', 'get', 'my', 'order', '[[legit]]', 'and', ""I've"", 'been', 'there', 'only', '3', 'times.', ""Don't"", 'go', 'here', 'bad', 'customer', 'service.']",1,35,2.857142857142857
"I've had a mail box here since 2003. Great package acceptance service, safe and convenient for me. [[The]] staff is always friendly and the rates are [[reasonable]].  Open [[Saturdays]] too!","I've had a mail box here since 2003. Great package acceptance service, safe and convenient for me. [[But]] staff is [[not]] always friendly and the rates are [[horrendous]].  Open [[luck]] too!",0.0001449584960937,0.9936336874961852,1,0,1,8012,Successful,CLARE2020,yelp_polarity_adv/batch2,"[""I've"", 'had', 'a', 'mail', 'box', 'here', 'since', '2003.', 'Great', 'package', 'acceptance', 'service,', 'safe', 'and', 'convenient', 'for', 'me.', '[[But]]', 'staff', 'is', '[[not]]', 'always', 'friendly', 'and', 'the', 'rates', 'are', '[[horrendous]].', 'Open', '[[luck]]', 'too!']",3,31,9.67741935483871
"Decor was beautiful. Service was spotty but friendly. Food was [[surprisingly]] [[bland]] (fillet Mignon, calamari, prawns & sauteed mushrooms.) Spent $89. Maybe it was an off day. Received a nice apology from management on line after review.","Decor was beautiful. Service was spotty but friendly. Food was [[fantastic]] (fillet Mignon, calamari, prawns & sauteed mushrooms.) Spent $89. Maybe it was an off day. Received a nice apology from management on line after review.",0.0001695156097412,0.9981364011764526,0,1,0,2812,Successful,CLARE2020,yelp_polarity_adv/batch2,"['Decor', 'was', 'beautiful.', 'Service', 'was', 'spotty', 'but', 'friendly.', 'Food', 'was', '[[fantastic]]', '(fillet', 'Mignon,', 'calamari,', 'prawns', '&', 'sauteed', 'mushrooms.)', 'Spent', '$89.', 'Maybe', 'it', 'was', 'an', 'off', 'day.', 'Received', 'a', 'nice', 'apology', 'from', 'management', 'on', 'line', 'after', 'review.']",1,36,2.7777777777777777
